dimension_id,maker,model,slug,generation,phase,trim,drive,transmission,length_mm,width_mm,height_mm,weight_kg,structural_check,manufacturer_check,checked_fields,findings,in_git_seed,sources,notes
"4831","日産","ノート","note","E13 (2020-)","現行型","X e-POWER","2WD","e-POWER","4045","1695","1520","1230","基礎整合性検査済み","未照合","","未判定","あり","",""
"4832","日産","ノート","note","E13 (2020-)","現行型","X FOUR e-POWER","4WD","e-POWER","4045","1695","1520","1340","基礎整合性検査済み","未照合","","未判定","あり","",""
"4833","日産","ノート オーラ","note-aura","FE13 (2021-)","現行型","G e-POWER","2WD","e-POWER","4045","1735","1525","1260","基礎整合性検査済み","未照合","","未判定","あり","",""
"4834","日産","ノート オーラ","note-aura","FE13 (2021-)","現行型","G FOUR e-POWER","4WD","e-POWER","4045","1735","1525","1370","基礎整合性検査済み","未照合","","未判定","あり","",""
"4835","日産","ノート オーラ","note-aura","FE13 (2021-)","現行型","NISMO","2WD","e-POWER","4120","1735","1505","1270","基礎整合性検査済み","未照合","","未判定","あり","",""
"4836","日産","ルークス","roox","B44A/B45A/B47A/B48A (2020-)","現行型","ハイウェイスター","2WD","CVT","3395","1475","1780","970","基礎整合性検査済み","未照合","","未判定","あり","",""
"4837","日産","ルークス","roox","B44A/B45A/B47A/B48A (2020-)","現行型","ハイウェイスター","4WD","CVT","3395","1475","1800","1030","基礎整合性検査済み","未照合","","未判定","あり","",""
"4838","日産","ルークス","roox","B44A/B45A/B47A/B48A (2020-)","現行型","ハイウェイスター ProPILOT","2WD","CVT","3395","1475","1785","990","基礎整合性検査済み","未照合","","未判定","あり","",""
"4839","ホンダ","フィット","fit","4代目 GR系 (2020-)","現行型","ベーシック e:HEV","2WD","e:HEV","3995","1695","1515","1180","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/fit/2022/common/pdf/fit_spec_list.pdf","BASIC/HOMEの2022年までの寸法。重量は未照合。BASICはアンテナ・ナビ条件に注意。"
"4840","ホンダ","フィット","fit","4代目 GR系 (2020-)","現行型","ホーム e:HEV","2WD","e:HEV","3995","1695","1540","1200","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/fit/2022/common/pdf/fit_spec_list.pdf","BASIC/HOMEの2022年までの寸法。重量は未照合。BASICはアンテナ・ナビ条件に注意。"
"4841","ホンダ","フィット","fit","4代目 GR系 (2020-)","現行型","CROSSTAR e:HEV","2WD","e:HEV","4095","1725","1565","1210","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.honda.co.jp/Fit/common/pdf/fit_spec_list.pdf","現行CROSSTAR。4WD重量は1,280kg、FFは1,210kg。PDF表を画像確認。"
"4842","ホンダ","フィット","fit","4代目 GR系 (2020-)","現行型","CROSSTAR e:HEV","4WD","e:HEV","4095","1725","1570","1280","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/Fit/common/pdf/fit_spec_list.pdf","現行CROSSTAR。4WD重量は1,280kg、FFは1,210kg。PDF表を画像確認。"
"4843","ホンダ","シビック","civic","11代目 FL系 (2021-)","現行型","EX ガソリン","2WD","CVT","4550","1800","1415","1370","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/CIVIC/202108/202108_CIVIC.pdf","2021年8月EX CVT。PDF39ページを画像で確認。"
"4844","ホンダ","シビック","civic","11代目 FL系 (2021-)","現行型","e:HEV","2WD","e:HEV","4560","1800","1410","1460","基礎整合性検査済み","資料照合実施（項目限定）","全幅mm / 全高mm / 車両重量kg / 全長mm","誤り確認","あり","https://www.honda.co.jp/factbook/auto/CIVIC_eHEV/202206/4220630-civic.pdf | https://www.honda.co.jp/CIVIC/common/pdf/civic_spec_list.pdf","2022年e:HEVも2026年e:HEV LXも全高1,415mm。登録1,410mmはRSと混同の可能性。全長は改良前4,550mm／後4,560mmのため、この行では未判定。 | 改良後e:HEV LXとして全長は一致。DBの年式・グレード名を具体化する必要あり。"
"4845","ホンダ","シビック タイプR","civic-type-r","FL5 (2022-)","現行型","タイプR","2WD","6MT","4595","1890","1405","1430","基礎整合性検査済み","未照合","","未判定","あり","",""
"4846","スバル","レヴォーグ","levorg","2代目 VN5 (2020-)","現行型","GT-H 1.8L","AWD","CVT","4755","1795","1500","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4847","スバル","レヴォーグ","levorg","2代目 VN5 (2020-)","現行型","STI Sport 1.8L","AWD","CVT","4755","1795","1500","1600","基礎整合性検査済み","未照合","","未判定","あり","",""
"4848","スバル","レヴォーグ","levorg","2代目 VN5 (2020-)","現行型","STI Sport R 2.4L","AWD","CVT","4755","1795","1500","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4849","スバル","レヴォーグ レイバック","levorg-layback","初代 (2023-)","現行型","Limited EX 1.8L","AWD","CVT","4770","1820","1570","1600","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.subaru.co.jp/news/2023_10_25_154428/","標準仕様、サンルーフは+10kg。"
"4850","マツダ","MAZDA2","mazda2","DJ系 (2014-)","現行型","15C 2WD","2WD","6AT","4080","1695","1500","1080","基礎整合性検査済み","未照合","","未判定","あり","",""
"4851","マツダ","MAZDA2","mazda2","DJ系 (2014-)","現行型","15C 4WD","4WD","6AT","4080","1695","1550","1170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4852","マツダ","MAZDA2","mazda2","DJ系 (2014-)","現行型","XD 1.5D","2WD","6AT","4080","1695","1525","1130","基礎整合性検査済み","未照合","","未判定","あり","",""
"4853","マツダ","MAZDA3 ファストバック","mazda3-fastback","BP系 (2019-)","現行型","20S 2.0L","2WD","6AT","4460","1795","1440","1360","基礎整合性検査済み","未照合","","未判定","あり","",""
"4854","マツダ","MAZDA3 ファストバック","mazda3-fastback","BP系 (2019-)","現行型","XD 1.8D","2WD","6AT","4460","1795","1440","1420","基礎整合性検査済み","未照合","","未判定","あり","",""
"4855","マツダ","MAZDA3 ファストバック","mazda3-fastback","BP系 (2019-)","現行型","XD 1.8D","4WD","6AT","4460","1795","1440","1480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4856","マツダ","MAZDA3 セダン","mazda3-sedan","BP系 (2019-)","現行型","20S 2.0L","2WD","6AT","4660","1795","1445","1380","基礎整合性検査済み","未照合","","未判定","あり","",""
"4857","スズキ","スペーシア","spacia","3代目 MK系 (2023-)","現行型","HYBRID G","2WD","CVT","3395","1475","1785","860","基礎整合性検査済み","未照合","","未判定","あり","",""
"4858","スズキ","スペーシア","spacia","3代目 MK系 (2023-)","現行型","HYBRID G","4WD","CVT","3395","1475","1785","920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4859","スズキ","スペーシア","spacia","3代目 MK系 (2023-)","現行型","カスタム HYBRID GS ターボ","2WD","CVT","3395","1475","1785","910","基礎整合性検査済み","資料照合実施（項目限定）","","世代・グレード不整合","あり","https://www.suzuki.co.jp/release/a/2023/1109/","3代目カスタムにHYBRID GS ターボはない。GSはNA、ターボはXSターボ。どちらか確定後に重量も修正。"
"4860","スズキ","ハスラー","hustler","2代目 MR系 (2020-)","現行型","HYBRID G","2WD","CVT","3395","1475","1680","820","基礎整合性検査済み","未照合","","未判定","あり","",""
"4861","スズキ","ハスラー","hustler","2代目 MR系 (2020-)","現行型","HYBRID G","4WD","CVT","3395","1475","1680","870","基礎整合性検査済み","未照合","","未判定","あり","",""
"4862","スズキ","ハスラー","hustler","2代目 MR系 (2020-)","現行型","HYBRID Gターボ","2WD","CVT","3395","1475","1680","840","基礎整合性検査済み","未照合","","未判定","あり","",""
"4863","スズキ","ワゴンR","wagon-r","6代目 MH系 (2017-)","現行型","HYBRID FX","2WD","CVT","3395","1475","1650","780","基礎整合性検査済み","未照合","","未判定","あり","",""
"4864","スズキ","ワゴンR","wagon-r","6代目 MH系 (2017-)","現行型","HYBRID FX","4WD","CVT","3395","1475","1650","830","基礎整合性検査済み","未照合","","未判定","あり","",""
"4865","スズキ","アルト","alto","9代目 HA37S/HA97S (2021-)","現行型","HYBRID S","2WD","CVT","3395","1475","1525","700","基礎整合性検査済み","未照合","","未判定","あり","",""
"4866","スズキ","アルト","alto","9代目 HA37S/HA97S (2021-)","現行型","HYBRID S","4WD","CVT","3395","1475","1525","740","基礎整合性検査済み","未照合","","未判定","あり","",""
"4867","ダイハツ","タント","tanto","4代目 LA650S/LA660S (2019-)","現行型","X","2WD","CVT","3395","1475","1755","900","基礎整合性検査済み","未照合","","未判定","あり","",""
"4868","ダイハツ","タント","tanto","4代目 LA650S/LA660S (2019-)","現行型","X","4WD","CVT","3395","1475","1775","950","基礎整合性検査済み","未照合","","未判定","あり","",""
"4869","ダイハツ","タント","tanto","4代目 LA650S/LA660S (2019-)","現行型","カスタムRS ターボ","2WD","CVT","3395","1475","1755","920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4870","ダイハツ","ムーヴ","move","新型 (2025-)","現行型","X","2WD","CVT","3395","1475","1655","860","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.daihatsu.co.jp/lineup/move/pdf/specifications.pdf","公式PDFを画像表示して確認。4WD全高は1670mm。"
"4871","ダイハツ","ムーヴ","move","新型 (2025-)","現行型","X","4WD","CVT","3395","1475","1655","910","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.daihatsu.co.jp/lineup/move/pdf/specifications.pdf","公式PDFを画像表示して確認。4WD全高は1670mm。"
"4872","ダイハツ","タフト","taft","初代 LA900S/LA910S (2020-)","現行型","G","2WD","CVT","3395","1475","1630","830","基礎整合性検査済み","未照合","","未判定","あり","",""
"4873","ダイハツ","タフト","taft","初代 LA900S/LA910S (2020-)","現行型","Gターボ","4WD","CVT","3395","1475","1630","890","基礎整合性検査済み","未照合","","未判定","あり","",""
"4874","メルセデス・ベンツ","GLE","gle","W167 (2019-)","現行型","GLE 300d 4MATIC","4WD","9AT","4925","2020","1795","2320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4875","メルセデス・ベンツ","GLE","gle","W167 (2019-)","現行型","GLE 450d 4MATIC スポーツ","4WD","9AT","4925","2020","1780","2480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4876","メルセデス・ベンツ","GLE クーペ","gle-coupe","C167 (2020-)","現行型","GLE 450d 4MATIC クーペ","4WD","9AT","4955","2020","1715","2370","基礎整合性検査済み","未照合","","未判定","あり","",""
"4877","メルセデス・ベンツ","EQS SUV","eqs-suv","初代 (2023-)","現行型","EQS 450 4MATIC SUV","4WD","1速固定","5130","2035","1725","2880","基礎整合性検査済み","未照合","","未判定","あり","",""
"4878","メルセデス・ベンツ","EQE SUV","eqe-suv","初代 (2024-)","現行型","EQE 350 4MATIC SUV","4WD","1速固定","4880","2030","1670","2630","基礎整合性検査済み","未照合","","未判定","あり","",""
"4879","メルセデス・ベンツ","Eクラス","e-class","W214 (2024-)","現行型","E 200 アバンギャルド","2WD","9AT","4960","1880","1475","1790","基礎整合性検査済み","未照合","","未判定","あり","",""
"4880","メルセデス・ベンツ","Eクラス","e-class","W214 (2024-)","現行型","E 220d スポーツ","2WD","9AT","4960","1880","1475","1890","基礎整合性検査済み","未照合","","未判定","あり","",""
"4881","メルセデス・ベンツ","Eクラス","e-class","W214 (2024-)","現行型","E 350e スポーツ PHEV","2WD","9AT","4960","1880","1485","2170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4882","メルセデス・ベンツ","Aクラス","a-class","W177 (2018-)","現行型","A 180","2WD","7DCT","4440","1800","1420","1380","基礎整合性検査済み","未照合","","未判定","あり","",""
"4883","メルセデス・ベンツ","Bクラス","b-class","W247 (2019-)","現行型","B 180","2WD","7DCT","4425","1795","1565","1470","基礎整合性検査済み","未照合","","未判定","あり","",""
"4884","メルセデス・ベンツ","Bクラス","b-class","W247 (2019-)","現行型","B 200d","2WD","8DCT","4425","1795","1565","1550","基礎整合性検査済み","未照合","","未判定","あり","",""
"4885","メルセデス・ベンツ","GLA","gla","H247 (2020-)","現行型","GLA 180","2WD","7DCT","4415","1835","1620","1550","基礎整合性検査済み","未照合","","未判定","あり","",""
"4886","メルセデス・ベンツ","GLA","gla","H247 (2020-)","現行型","GLA 200d 4MATIC","4WD","8DCT","4415","1835","1620","1710","基礎整合性検査済み","未照合","","未判定","あり","",""
"4887","メルセデス・ベンツ","GLB","glb","X247 (2020-)","現行型","GLB 180","2WD","7DCT","4660","1845","1700","1670","基礎整合性検査済み","未照合","","未判定","あり","",""
"4888","メルセデス・ベンツ","GLB","glb","X247 (2020-)","現行型","GLB 200d 4MATIC","4WD","8DCT","4660","1845","1700","1820","基礎整合性検査済み","未照合","","未判定","あり","",""
"4889","BMW","7シリーズ","7-series","G70 (2022-)","現行型","740i エクセレンス","2WD","8AT","5390","1950","1545","2120","基礎整合性検査済み","未照合","","未判定","あり","",""
"4890","BMW","7シリーズ","7-series","G70 (2022-)","現行型","740d xDrive Mスポーツ","AWD","8AT","5390","1950","1545","2230","基礎整合性検査済み","未照合","","未判定","あり","",""
"4891","BMW","X6","x6","G06 (2019-)","現行型","xDrive 35d Mスポーツ","AWD","8AT","4955","2005","1695","2270","基礎整合性検査済み","未照合","","未判定","あり","",""
"4892","BMW","X6","x6","G06 (2019-)","現行型","M60i xDrive","AWD","8AT","4955","2005","1695","2340","基礎整合性検査済み","未照合","","未判定","あり","",""
"4893","BMW","iX","ix","初代 (2022-)","現行型","xDrive60 Mスポーツ","AWD","1速固定","4965","1965","1695","2500","基礎整合性検査済み","未照合","","未判定","あり","",""
"4894","BMW","iX","ix","初代 (2022-)","現行型","M70 xDrive","AWD","1速固定","4965","1965","1695","2640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4895","BMW","X1","x1","U11 (2022-)","現行型","sDrive18i Mスポーツ","2WD","7DCT","4500","1835","1625","1575","基礎整合性検査済み","未照合","","未判定","あり","",""
"4896","BMW","X1","x1","U11 (2022-)","現行型","xDrive20d Mスポーツ","AWD","7DCT","4500","1845","1620","1740","基礎整合性検査済み","未照合","","未判定","あり","",""
"4897","BMW","1シリーズ","1-series","F70 (2025-)","現行型","120 Mスポーツ","2WD","7DCT","4370","1800","1465","1460","基礎整合性検査済み","未照合","","未判定","あり","",""
"4898","BMW","1シリーズ","1-series","F70 (2025-)","現行型","M135 xDrive","AWD","8AT","4370","1800","1450","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4899","BMW","2シリーズ グランクーペ","2-series-gran-coupe","F74 (2025-)","現行型","220 Mスポーツ","2WD","7DCT","4550","1800","1435","1490","基礎整合性検査済み","未照合","","未判定","あり","",""
"4900","BMW","2シリーズ グランクーペ","2-series-gran-coupe","F74 (2025-)","現行型","M235 xDrive","AWD","8AT","4550","1800","1435","1590","基礎整合性検査済み","未照合","","未判定","あり","",""
"4901","BMW","2シリーズ アクティブツアラー","2-series-active-tourer","U06 (2022-)","現行型","218i Exclusive","2WD","7DCT","4385","1825","1580","1460","基礎整合性検査済み","未照合","","未判定","あり","",""
"4902","BMW","2シリーズ アクティブツアラー","2-series-active-tourer","U06 (2022-)","現行型","218i M Sport","2WD","7DCT","4385","1825","1565","1460","基礎整合性検査済み","未照合","","未判定","あり","",""
"4903","アウディ","Q8","q8","初代 (2019-)","現行型","55 TFSI クワトロ S line","AWD","8AT","4995","1995","1705","2140","基礎整合性検査済み","未照合","","未判定","あり","",""
"4904","アウディ","Q8 e-tron","q8-e-tron","初代 (2023-)","現行型","50 クワトロ S line","AWD","1速固定","4915","1935","1635","2520","基礎整合性検査済み","未照合","","未判定","あり","",""
"4905","アウディ","Q8 e-tron","q8-e-tron","初代 (2023-)","現行型","55 クワトロ S line","AWD","1速固定","4915","1935","1619","2640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4906","アウディ","A8","a8","D5 (2018-)","現行型","55 TFSI クワトロ","AWD","8AT","5170","1945","1470","2040","基礎整合性検査済み","未照合","","未判定","あり","",""
"4907","アウディ","A8","a8","D5 (2018-)","現行型","A8 L 60 TFSI クワトロ","AWD","8AT","5300","1945","1485","2170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4908","アウディ","e-tron GT","e-tron-gt","初代 (2022-)","現行型","S e-tron GT","AWD","2速AT","4990","1965","1415","2280","基礎整合性検査済み","未照合","","未判定","あり","",""
"4909","アウディ","e-tron GT","e-tron-gt","初代 (2022-)","現行型","RS e-tron GT","AWD","2速AT","4990","1965","1395","2320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4910","アウディ","A3","a3","8Y (2021-)","現行型","Sportback 30 TFSI","2WD","7DCT","4340","1820","1430","1350","基礎整合性検査済み","未照合","","未判定","あり","",""
"4911","アウディ","A3","a3","8Y (2021-)","現行型","Sportback 35 TFSI S line","2WD","7DCT","4340","1820","1430","1400","基礎整合性検査済み","未照合","","未判定","あり","",""
"4912","キャデラック","エスカレード","escalade","5代目 (2021-)","現行型","プラチナム","4WD","10AT","5400","2065","1930","2780","基礎整合性検査済み","未照合","","未判定","あり","",""
"4913","キャデラック","エスカレード","escalade","5代目 (2021-)","現行型","スポーツ","4WD","10AT","5400","2065","1930","2780","基礎整合性検査済み","未照合","","未判定","あり","",""
"4914","レクサス","LS","ls","5代目 (2017-)","現行型","LS 500h","2WD","CVT","5235","1900","1450","2270","基礎整合性検査済み","未照合","","未判定","あり","",""
"4915","レクサス","LS","ls","5代目 (2017-)","現行型","LS 500h","AWD","CVT","5235","1900","1460","2320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4916","レクサス","ES","es","7代目 AXZH10 (2018-)","現行型","ES 300h","2WD","CVT","4975","1865","1445","1680","基礎整合性検査済み","未照合","","未判定","あり","",""
"4917","レクサス","ES","es","7代目 AXZH10 (2018-)","現行型","ES 300h F SPORT","2WD","CVT","4975","1865","1445","1730","基礎整合性検査済み","未照合","","未判定","あり","",""
"4918","マセラティ","レヴァンテ","levante","初代 (2016-2024)","前期型","GT ハイブリッド","AWD","8AT","5020","1981","1698","2109","基礎整合性検査済み","未照合","","未判定","あり","",""
"4919","マセラティ","レヴァンテ","levante","初代 (2016-2024)","前期型","トロフェオ V8","AWD","8AT","5020","1981","1693","2340","基礎整合性検査済み","未照合","","未判定","あり","",""
"4920","ランボルギーニ","ウルス SE","urus-se","SE (2024-)","現行型","SE PHEV","AWD","8AT","5123","2022","1638","2450","基礎整合性検査済み","未照合","","未判定","あり","",""
"4921","フォルクスワーゲン","ティグアン","tiguan","3代目 (2024-)","現行型","eTSI エレガンス","2WD","7DCT","4545","1840","1655","1600","基礎整合性検査済み","未照合","","未判定","あり","",""
"4922","フォルクスワーゲン","ティグアン","tiguan","3代目 (2024-)","現行型","TDI 4MOTION Rライン","4WD","7DCT","4545","1860","1655","1750","基礎整合性検査済み","未照合","","未判定","あり","",""
"4923","フォルクスワーゲン","ポロ","polo","AW (2018-)","現行型","TSI コンフォートライン","2WD","7DCT","4085","1750","1450","1170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4924","フォルクスワーゲン","ポロ","polo","AW (2018-)","現行型","GTI","2WD","7DCT","4085","1750","1450","1280","基礎整合性検査済み","未照合","","未判定","あり","",""
"4925","フォルクスワーゲン","T-Cross","t-cross","初代 (2019-)","現行型","TSI アクティブ","2WD","7DCT","4115","1760","1580","1260","基礎整合性検査済み","未照合","","未判定","あり","",""
"4926","フォルクスワーゲン","パサート","passat","B9 (2024-)","現行型","TSI エレガンス","2WD","7DCT","4915","1850","1500","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4927","フォルクスワーゲン","パサート","passat","B9 (2024-)","現行型","TDI 4MOTION Rライン","4WD","7DCT","4915","1850","1500","1830","基礎整合性検査済み","未照合","","未判定","あり","",""
"4928","ボルボ","XC40","xc40","初代 (2018-)","現行型","B3","2WD","8AT","4425","1875","1660","1660","基礎整合性検査済み","未照合","","未判定","あり","",""
"4929","ボルボ","XC40","xc40","初代 (2018-)","現行型","B4 AWD","AWD","8AT","4425","1875","1655","1720","基礎整合性検査済み","未照合","","未判定","あり","",""
"4930","ボルボ","V60","v60","2代目 (2018-)","現行型","Plus B4","2WD","8AT","4780","1850","1435","1690","基礎整合性検査済み","未照合","","未判定","あり","",""
"4931","ボルボ","V60","v60","2代目 (2018-)","現行型","T6 PHV AWD","AWD","8AT","4780","1850","1430","2050","基礎整合性検査済み","未照合","","未判定","あり","",""
"4932","ボルボ","V60 クロスカントリー","v60-cross-country","2代目 (2019-)","現行型","ウルトラ B5 AWD","AWD","8AT","4785","1895","1505","1830","基礎整合性検査済み","未照合","","未判定","あり","",""
"4933","プジョー","208","208","2代目 (2020-)","現行型","アリュール","2WD","8AT","4095","1745","1445","1170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4934","プジョー","208","208","2代目 (2020-)","現行型","e-208 GT","2WD","1速固定","4095","1745","1465","1530","基礎整合性検査済み","未照合","","未判定","あり","",""
"4935","プジョー","2008","2008","2代目 (2020-)","現行型","GT","2WD","8AT","4305","1770","1550","1320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4936","プジョー","2008","2008","2代目 (2020-)","現行型","e-2008 GT","2WD","1速固定","4305","1770","1580","1610","基礎整合性検査済み","未照合","","未判定","あり","",""
"4937","プジョー","308","308","P5 (2022-)","現行型","GT","2WD","8AT","4420","1850","1475","1350","基礎整合性検査済み","未照合","","未判定","あり","",""
"4938","プジョー","308","308","P5 (2022-)","現行型","GT PHEV","2WD","8AT","4420","1850","1475","1660","基礎整合性検査済み","未照合","","未判定","あり","",""
"4939","プジョー","3008","3008","新型 (2025-)","現行型","GT","2WD","7DCT","4565","1895","1665","1620","基礎整合性検査済み","未照合","","未判定","あり","",""
"4940","シトロエン","C3","c3","新型 (2025-)","現行型","ハイブリッド","2WD","6DCT","4015","1755","1590","1270","基礎整合性検査済み","未照合","","未判定","あり","",""
"4941","ルノー","ルーテシア","lutecia","5代目 (2020-)","現行型","インテンス テックパック","2WD","7DCT","4075","1725","1470","1300","基礎整合性検査済み","未照合","","未判定","あり","",""
"4942","ルノー","キャプチャー","captur","2代目 (2021-)","現行型","E-TECH ハイブリッド","2WD","DCT","4240","1795","1590","1420","基礎整合性検査済み","未照合","","未判定","あり","",""
"4943","ルノー","アルカナ","arkana","初代 (2022-)","現行型","E-TECH ハイブリッド","2WD","DCT","4570","1820","1580","1470","基礎整合性検査済み","未照合","","未判定","あり","",""
"4944","アルファロメオ","トナーレ","tonale","初代 (2023-)","現行型","Ti ハイブリッド","2WD","7DCT","4530","1835","1600","1630","基礎整合性検査済み","未照合","","未判定","あり","",""
"4945","ヒョンデ","コナ","kona","2代目 (2023-)","現行型","Lounge EV","2WD","1速固定","4355","1825","1590","1770","基礎整合性検査済み","未照合","","未判定","あり","",""
"4946","MINI","MINI 3ドア","mini-3door","F66 (2024-)","現行型","クーパーC","2WD","7DCT","3875","1745","1455","1280","基礎整合性検査済み","未照合","","未判定","あり","",""
"4947","MINI","MINI 3ドア","mini-3door","F66 (2024-)","現行型","クーパーS","2WD","7DCT","3875","1745","1455","1320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4948","MINI","MINI 5ドア","mini-5door","F65 (2024-)","現行型","クーパーC","2WD","7DCT","4035","1745","1470","1340","基礎整合性検査済み","未照合","","未判定","あり","",""
"4949","MINI","MINI 5ドア","mini-5door","F65 (2024-)","現行型","クーパーS","2WD","7DCT","4035","1745","1470","1380","基礎整合性検査済み","未照合","","未判定","あり","",""
"4950","MINI","MINI カントリーマン","mini-countryman","U25 (2024-)","現行型","カントリーマンC","2WD","7DCT","4445","1845","1660","1520","基礎整合性検査済み","未照合","","未判定","あり","",""
"4951","MINI","MINI カントリーマン","mini-countryman","U25 (2024-)","現行型","カントリーマンS ALL4","AWD","7DCT","4445","1845","1660","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4952","MINI","MINI エースマン","mini-aceman","J05 (2024-)","現行型","エースマンE","FF","電気式無段変速","4080","1755","1515","1670","基礎整合性検査済み","未照合","","未判定","なし","",""
"4953","MINI","MINI エースマン","mini-aceman","J05 (2024-)","現行型","エースマンSE","FF","電気式無段変速","4080","1755","1515","1740","基礎整合性検査済み","未照合","","未判定","なし","",""
"4954","MINI","MINI エースマン","mini-aceman","J05 (2024-)","現行型","ジョンクーパーワークス エースマンE","FF","電気式無段変速","4080","1755","1515","1760","基礎整合性検査済み","未照合","","未判定","なし","",""
"4955","MINI","MINI コンバーチブル","mini-convertible","F67 (2024-)","現行型","クーパー コンバーチブルC","FF","7DCT","3880","1745","1435","1400","基礎整合性検査済み","未照合","","未判定","なし","",""
"4956","MINI","MINI コンバーチブル","mini-convertible","F67 (2024-)","現行型","クーパー コンバーチブルS","FF","7DCT","3880","1745","1435","1410","基礎整合性検査済み","未照合","","未判定","なし","",""
"4957","MINI","MINI クラブマン","mini-clubman","F54 (2015-)","現行型","クーパー クラブマン","FF","7AT","4275","1800","1470","1430","基礎整合性検査済み","未照合","","未判定","なし","",""
"4958","MINI","MINI クラブマン","mini-clubman","F54 (2015-)","現行型","クーパーS クラブマン","FF","7AT","4275","1800","1470","1470","基礎整合性検査済み","未照合","","未判定","なし","",""
"4959","MINI","MINI クラブマン","mini-clubman","F54 (2015-)","現行型","クーパーSD クラブマン","FF","8AT","4275","1800","1470","1540","基礎整合性検査済み","未照合","","未判定","なし","",""
"4960","MINI","MINI クラブマン","mini-clubman","F54 (2015-)","現行型","ジョンクーパーワークス クラブマン","4WD","8AT","4275","1800","1470","1600","基礎整合性検査済み","未照合","","未判定","なし","",""
"4961","ランドローバー","ディスカバリー","discovery","5代目 (2017-)","現行型","S D350 4WD","4WD","8AT","4956","2073","1888","2470","基礎整合性検査済み","未照合","","未判定","なし","",""
"4962","ランドローバー","ディスカバリースポーツ","discovery-sport","初代 (2015-)","現行型","ダイナミック S P250 4WD","4WD","8AT","4610","1905","1725","2000","基礎整合性検査済み","未照合","","未判定","なし","",""
"4963","ランドローバー","ディスカバリースポーツ","discovery-sport","初代 (2015-)","現行型","ダイナミック S D200 4WD","4WD","8AT","4610","1905","1725","2080","基礎整合性検査済み","未照合","","未判定","なし","",""
"4964","ランドローバー","ディスカバリースポーツ","discovery-sport","初代 (2015-)","現行型","ランドマーク P250 4WD","4WD","8AT","4610","1905","1725","2020","基礎整合性検査済み","未照合","","未判定","なし","",""
"4965","ランドローバー","ディスカバリースポーツ","discovery-sport","初代 (2015-)","現行型","メトロポリタン P250 4WD","4WD","8AT","4610","1905","1725","2020","基礎整合性検査済み","未照合","","未判定","なし","",""
"4966","ランドローバー","ディスカバリースポーツ","discovery-sport","初代 (2015-)","現行型","ダイナミック S P300e 4WD","4WD","8AT","4610","1905","1725","2230","基礎整合性検査済み","未照合","","未判定","なし","",""
"4967","ジャガー","Fペイス","f-pace","初代 (2016-)","現行型","R-Dynamic SE 90th Anniversary Edition D200 4WD","4WD","8AT","4755","1935","1665","2030","基礎整合性検査済み","未照合","","未判定","なし","",""
"4968","ジャガー","Fペイス","f-pace","初代 (2016-)","現行型","R-Dynamic SE 90th Anniversary Edition P250 4WD","4WD","8AT","4755","1935","1665","1950","基礎整合性検査済み","未照合","","未判定","なし","",""
